qlist,qlistlabel,eppocode,organism_prefname,yr_add,main_category
N,A1 Quarantine pest (Annex II A),HELIZE,Helicoverpa zea,2019,Insecta
N,A1 Quarantine pest (Annex II A),HELHDE,Helochara delta,2021,Insecta
N,A1 Quarantine pest (Annex II A),HGSV20,Higrevirus waimanalo,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),1HIRSG,Hirschmanniella,2019,Nematoda
N,A1 Quarantine pest (Annex II A),HISHPH,Hishimonus phycitis,2019,Insecta
N,A1 Quarantine pest (Annex II A),HOMLIG,Homalodisca ignorata,2021,Insecta
N,A1 Quarantine pest (Annex II A),HOMLIN,Homalodisca insolita,2021,Insecta
N,A1 Quarantine pest (Annex II A),HOMLTR,Homalodisca vitripennis,2019,Insecta
N,A1 Quarantine pest (Annex II A),APLPV0,Ilarvirus APLPV,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),APNMV0,Ilarvirus ApNMV,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),SNSV00,Ilarvirus SNSV,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),INZWOB,Insizwa oblita,2021,Insecta
N,A1 Quarantine pest (Annex II A),SQVYVX,Ipomovirus cucurbitavenaflavi,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),TOMMOV,Ipomovirus lycopersici,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),GNORLY,Keiferia lycopersicella,2019,Insecta
N,A1 Quarantine pest (Annex II A),LEPOQU,Lepyronia quadrangularis,2021,Insecta
N,A1 Quarantine pest (Annex II A),LIRISA,Liriomyza sativae,2019,Insecta
N,A1 Quarantine pest (Annex II A),HYROBO,Listronotus bonariensis,2019,Insecta
N,A1 Quarantine pest (Annex II A),LONGDI,Longidorus diadecturus,2019,Nematoda
N,A1 Quarantine pest (Annex II A),LOPLJA,Lopholeucaspis japonica,2019,Insecta
N,A1 Quarantine pest (Annex II A),LYCMDE,Lycorma delicatula,2021,Insecta
N,A1 Quarantine pest (Annex II A),MAGOCA,Macugonalia cavifrons,2021,Insecta
N,A1 Quarantine pest (Annex II A),MAGOLE,Macugonalia leucomelas,2021,Insecta
N,A1 Quarantine pest (Annex II A),MARGCA,Margarodes capensis,2021,Insecta
N,A1 Quarantine pest (Annex II A),MARGGR,Margarodes greeni,2021,Insecta
N,A1 Quarantine pest (Annex II A),MARGPR,Margarodes prieskaensis,2019,Insecta
N,A1 Quarantine pest (Annex II A),MARGTR,Margarodes trimeni,2021,Insecta
N,A1 Quarantine pest (Annex II A),MARGVI,Margarodes vitis,2019,Insecta
N,A1 Quarantine pest (Annex II A),MARGVR,Margarodes vredendalensis,2019,Insecta
N,A1 Quarantine pest (Annex II A),MARREX,Marriottella exquisita,2021,Insecta
N,A1 Quarantine pest (Annex II A),MELMFA,Melampsora farlowii,2019,Fungi
N,A1 Quarantine pest (Annex II A),MELGMY,Meloidogyne enterolobii,2021,Nematoda
N,A1 Quarantine pest (Annex II A),MOLMCO,Molomea consolida,2021,Insecta
N,A1 Quarantine pest (Annex II A),MNAHCI,Monacrostichus citricola,2021,Insecta
N,A1 Quarantine pest (Annex II A),1MONCG,Monochamus,2019,Insecta
N,A1 Quarantine pest (Annex II A),MYCOLL,Mycodiella laricis-leptolepidis,2019,Fungi
N,A1 Quarantine pest (Annex II A),CARYPA,Myiopardalis pardalina,2021,Insecta
N,A1 Quarantine pest (Annex II A),NACOBA,Nacobbus aberrans sensu lato,2019,Nematoda
N,A1 Quarantine pest (Annex II A),GRAGLE,Naupactus leucoloma,2019,Insecta
N,A1 Quarantine pest (Annex II A),NEAIAL,Neaspilota alba,2021,Insecta
N,A1 Quarantine pest (Annex II A),NEAIRE,Neaspilota reticulata,2021,Insecta
N,A1 Quarantine pest (Annex II A),AMAZMA,Nemorimyza maculosa,2019,Insecta
N,A1 Quarantine pest (Annex II A),MALLRA,Neocerambyx raddei,2021,Insecta
N,A1 Quarantine pest (Annex II A),NCERAS,Neoceratitis asiatica,2024,Insecta
N,A1 Quarantine pest (Annex II A),CERTCY,Neoceratitis cyanescens,2024,Insecta
N,A1 Quarantine pest (Annex II A),GUIGLA,Neofusicoccum laricinum,2019,Fungi
N,A1 Quarantine pest (Annex II A),GRCPHI,Neokolla hieroglyphica,2021,Insecta
N,A1 Quarantine pest (Annex II A),NKOLSE,Neokolla severini,2021,Insecta
N,A1 Quarantine pest (Annex II A),NEOLEL,Neoleucinodes elegantalis,2019,Insecta
N,A1 Quarantine pest (Annex II A),NTPRFI,Neotephritis finalis,2024,Insecta
N,A1 Quarantine pest (Annex II A),PVB000,Nepovirus betasolani,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),BLMOV0,Nepovirus myrtilli,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PRMV00,Nepovirus persicae,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PBRSV0,Nepovirus solani,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),OEMOHI,Oemona hirta,2019,Insecta
N,A1 Quarantine pest (Annex II A),OLIGPD,Oligonychus perditus,2019,Acari
N,A1 Quarantine pest (Annex II A),ONCMFA,Oncometopia facialis,2021,Insecta
N,A1 Quarantine pest (Annex II A),ONCMNI,Oncometopia nigricans,2021,Insecta
N,A1 Quarantine pest (Annex II A),ONCMUN,Oncometopia orbona,2021,Insecta
N,A1 Quarantine pest (Annex II A),ORAGDI,Oragua discoidula,2021,Insecta
N,A1 Quarantine pest (Annex II A),CSNV00,Orthotospovirus chrysanthinecrocaulis,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PGARCO,Pagaronia confusa,2021,Insecta
N,A1 Quarantine pest (Annex II A),PGARFU,Pagaronia furcata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PGARTR,Pagaronia tredecimpunctata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PGARTN,Pagaronia triunata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PHYP56,Palm lethal yellowing type syndromes,2019,Bacteria
N,A1 Quarantine pest (Annex II A),ERWIST,Pantoea stewartii subsp. stewartii,2019,Bacteria
N,A1 Quarantine pest (Annex II A),PCANTR,Paracantha trinotata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PSTELI,Parastenopa limata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PTEPFU,Paratephritis fukaii,2021,Insecta
N,A1 Quarantine pest (Annex II A),PTEPTA,Paratephritis takeuchii,2021,Insecta
N,A1 Quarantine pest (Annex II A),PTLLVA,Paraterellia varipennis,2021,Insecta
N,A1 Quarantine pest (Annex II A),PTHOGR,Parathona gratiosa,2021,Insecta
N,A1 Quarantine pest (Annex II A),PHIPFO,Philophylla fossata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PHYCFR,Phyllocoptes fructiphilus,2024,Acari
N,A1 Quarantine pest (Annex II A),GUIGCI,Phyllosticta citricarpa,2019,Fungi
N,A1 Quarantine pest (Annex II A),PHYSSL,Phyllosticta solitaria,2019,Fungi
N,A1 Quarantine pest (Annex II A),PHMPOM,Phymatotrichopsis omnivora,2019,Fungi
N,A1 Quarantine pest (Annex II A),PHRDMU,Phyrdenus muriceus,2021,Insecta
N,A1 Quarantine pest (Annex II A),PHYTRA,Phytophthora ramorum,2019,Chromista
N,A1 Quarantine pest (Annex II A),PISOCI,Pissodes cibriani,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOFA,Pissodes fasciatus,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISONE,Pissodes nemorensis,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISONI,Pissodes nitidus,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOPU,Pissodes punctatus,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOST,Pissodes strobi,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOTE,Pissodes terminalis,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOYU,Pissodes yunnanensis,2019,Insecta
N,A1 Quarantine pest (Annex II A),PISOZI,Pissodes zitacuarense,2019,Insecta
N,A1 Quarantine pest (Annex II A),PLSOCO,Plesiommata corniculata,2021,Insecta
N,A1 Quarantine pest (Annex II A),PLSOMO,Plesiommata mollicella,2021,Insecta
N,A1 Quarantine pest (Annex II A),PLRV00,Polerovirus PLRV,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),POLGPR,Polygraphus proximus,2019,Insecta
N,A1 Quarantine pest (Annex II A),POOPCO,Poophilus costalis,2021,Insecta
N,A1 Quarantine pest (Annex II A),PORPTR,Porphyrophora tritici,2021,Insecta
N,A1 Quarantine pest (Annex II A),PYV000,Potato yellowing virus,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PVX000,Potexvirus ecspotati,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),1PREMG,Premnotrypes,2019,Insecta
N,A1 Quarantine pest (Annex II A),1PROIG,Procecidochares,2021,Insecta
N,A1 Quarantine pest (Annex II A),PRDILO,Prodiplosis longifila,2021,Insecta
N,A1 Quarantine pest (Annex II A),CERCAN,Pseudocercospora angolensis,2019,Fungi
N,A1 Quarantine pest (Annex II A),CERSPD,Pseudocercospora pini-densiflorae,2019,Fungi
N,A1 Quarantine pest (Annex II A),PSDPMI,Pseudopityophthorus minutissimus,2019,Insecta
N,A1 Quarantine pest (Annex II A),PSDPPR,Pseudopityophthorus pruinosus,2019,Insecta
N,A1 Quarantine pest (Annex II A),PTIOCO,Ptilona confinis,2021,Insecta
N,A1 Quarantine pest (Annex II A),PTIOPE,Ptilona persimilis,2021,Insecta
N,A1 Quarantine pest (Annex II A),PUCCPT,Puccinia pittieriana,2019,Fungi
N,A1 Quarantine pest (Annex II A),RALSPS,Ralstonia pseudosolanacearum,2019,Bacteria
N,A1 Quarantine pest (Annex II A),RALSSC,Ralstonia syzygii subsp. celebesensis,2019,Bacteria
N,A1 Quarantine pest (Annex II A),RALSSI,Ralstonia syzygii subsp. indonesiensis,2019,Bacteria
N,A1 Quarantine pest (Annex II A),RPLV00,Raspberry latent virus,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),RLCV00,Raspberry leaf curl virus,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),1RHAGG,Rhagoletis,2021,Insecta
N,A1 Quarantine pest (Annex II A),RHAGFA,Rhagoletis fausta,2019,Insecta
N,A1 Quarantine pest (Annex II A),RHAGIN,Rhagoletis indifferens,2019,Insecta
N,A1 Quarantine pest (Annex II A),RHAGME,Rhagoletis mendax,2019,Insecta
N,A1 Quarantine pest (Annex II A),RHAGPO,Rhagoletis pomonella,2019,Insecta
N,A1 Quarantine pest (Annex II A),RHAGRI,Rhagoletis ribicola,2019,Insecta
N,A1 Quarantine pest (Annex II A),RHGPTU,Rhigopsidius tucumanus,2021,Insecta
N,A1 Quarantine pest (Annex II A),RHYCPA,Rhynchophorus palmarum,2019,Insecta
N,A1 Quarantine pest (Annex II A),CRMAV0,Robigovirus robigomaculae,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),CTLAV0,Robigovirus tortifoliae,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),SDV000,Sadwavirus citri,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),SAPECN,Saperda candida,2019,Insecta
N,A1 Quarantine pest (Annex II A),SCITAU,Scirtothrips aurantii,2019,Insecta
N,A1 Quarantine pest (Annex II A),SCITCI,Scirtothrips citri,2019,Insecta
N,A1 Quarantine pest (Annex II A),SCITDO,Scirtothrips dorsalis,2019,Insecta
N,A1 Quarantine pest (Annex II A),1SCOLS,Scolytinae,2021,Insecta
N,A1 Quarantine pest (Annex II A),SEPTLM,Septoria malagutii,2019,Fungi
N,A1 Quarantine pest (Annex II A),SIBOSA,Sibovia sagata,2021,Insecta
N,A1 Quarantine pest (Annex II A),SONEGR,Sonesimia grossa,2021,Insecta
N,A1 Quarantine pest (Annex II A),SFANBI,Sphaeniscus binoculatus,2021,Insecta
N,A1 Quarantine pest (Annex II A),MYCOPP,Sphaerulina musiva,2019,Fungi
N,A1 Quarantine pest (Annex II A),SFENNI,Sphenella nigricornis,2021,Insecta
N,A1 Quarantine pest (Annex II A),PRODER,Spodoptera eridania,2019,Insecta
N,A1 Quarantine pest (Annex II A),LAPHFR,Spodoptera frugiperda,2019,Insecta
N,A1 Quarantine pest (Annex II A),PRODLI,Spodoptera litura,2019,Insecta
N,A1 Quarantine pest (Annex II A),PHOMAN,Stagonosporopsis andigena,2019,Fungi
N,A1 Quarantine pest (Annex II A),GNOMUL,Stegophora ulmea,2019,Fungi
N,A1 Quarantine pest (Annex II A),1STRAG,Strauzia,2021,Insecta
N,A1 Quarantine pest (Annex II A),STWLCV,Strawberry leaf curl virus,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PHYP39,Sweet potato little leaf phytoplasma,2021,Bacteria
N,A1 Quarantine pest (Annex II A),TAOMMA,Taomyia marshalli,2021,Insecta
N,A1 Quarantine pest (Annex II A),TAPARU,Tapajosa rubromarginata,2021,Insecta
N,A1 Quarantine pest (Annex II A),TECASO,Tecia solanivora,2019,Insecta
N,A1 Quarantine pest (Annex II A),TFDAV0,Temfrudevirus temperatum,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),TEPRLE,Tephritis leavittensis,2021,Insecta
N,A1 Quarantine pest (Annex II A),TEPRLU,Tephritis luteipes,2021,Insecta
N,A1 Quarantine pest (Annex II A),TEPROV,Tephritis ovatipennis,2021,Insecta
N,A1 Quarantine pest (Annex II A),TEPRPU,Tephritis pura,2021,Insecta
N,A1 Quarantine pest (Annex II A),PVT000,Tepovirus tafsolani,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),ARGPLE,Thaumatotibia leucotreta,2019,Insecta
N,A1 Quarantine pest (Annex II A),THPHSO,Thecaphora solani,2019,Fungi
N,A1 Quarantine pest (Annex II A),THRIPL,Thrips palmi,2019,Insecta
N,A1 Quarantine pest (Annex II A),NEOVIN,Tilletia indica,2019,Fungi
N,A1 Quarantine pest (Annex II A),TSVBL0,Tobacco streak virus black raspberry latent strain,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),TOCHV0,Tomato chocolàte virus,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),TOANV0,Torradovirus marchitezum,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),GINV00,Trichovirus necroacini,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),PCMV00,Trichovirus persicae,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),AELSSA,Trirachys sartus,2021,Insecta
N,A1 Quarantine pest (Annex II A),TRUPBI,Trupanea bisetosa,2021,Insecta
N,A1 Quarantine pest (Annex II A),TRUPFE,Trupanea femoralis,2021,Insecta
N,A1 Quarantine pest (Annex II A),TRUPWH,Trupanea wheeleri,2021,Insecta
N,A1 Quarantine pest (Annex II A),TRYNNI,Trypanocentra nigrithorax,2021,Insecta
N,A1 Quarantine pest (Annex II A),TRYEFL,Trypeta flaveola,2021,Insecta
N,A1 Quarantine pest (Annex II A),APLV00,Tymovirus latandigenum,2019,Viruses and viroids
N,A1 Quarantine pest (Annex II A),APMMV0,Tymovirus mosandigenum,2021,Viruses and viroids
N,A1 Quarantine pest (Annex II A),UNASCI,Unaspis citri,2019,Insecta
N,A1 Quarantine pest (Annex II A),URORCH,Urophora christophi,2021,Insecta
N,A1 Quarantine pest (Annex II A),VENTNA,Venturia nashicola,2019,Fungi
N,A1 Quarantine pest (Annex II A),XANRIN,Xanthaciura insecta,2021,Insecta
N,A1 Quarantine pest (Annex II A),XANTAU,Xanthomonas citri pv. aurantifolii,2019,Bacteria
N,A1 Quarantine pest (Annex II A),XANTCI,Xanthomonas citri pv. citri,2019,Bacteria
N,A1 Quarantine pest (Annex II A),XANTOR,Xanthomonas oryzae pv. oryzae,2019,Bacteria
N,A1 Quarantine pest (Annex II A),XANTTO,Xanthomonas oryzae pv. oryzicola,2019,Bacteria
N,A1 Quarantine pest (Annex II A),XIPHAA,Xiphinema americanum sensu stricto,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHBC,Xiphinema bricolense,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHCA,Xiphinema californicum,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHIM,Xiphinema intermedium,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHNA,Xiphinema neoamericanum,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHRI,Xiphinema rivesi,2019,Nematoda
N,A1 Quarantine pest (Annex II A),XIPHTA,Xiphinema tarjanense,2019,Nematoda
N,A1 Quarantine pest (Annex II A),CARNFL,Xyphon flaviceps,2021,Insecta
N,A1 Quarantine pest (Annex II A),CARNFU,Xyphon fulgidum,2019,Insecta
N,A1 Quarantine pest (Annex II A),CARNTR,Xyphon triguttatum,2021,Insecta
N,A1 Quarantine pest (Annex II A),ZACEAS,Zacerata asparagi,2021,Insecta
N,A1 Quarantine pest (Annex II A),1ZEUDG,Zeugodacus,2021,Insecta
N,A1 Quarantine pest (Annex II A),DACUCU,Zeugodacus cucurbitae,2019,Insecta
N,A1 Quarantine pest (Annex II A),ZONOEL,Zonosemata electa,2021,Insecta
O,A2 Quarantine pest (Annex II B),ALECSN,Aleurocanthus spiniferus,2019,Insecta
O,A2 Quarantine pest (Annex II B),ANOLCN,Anoplophora chinensis,2019,Insecta
O,A2 Quarantine pest (Annex II B),ANOLGL,Anoplophora glabripennis,2022,Insecta
O,A2 Quarantine pest (Annex II B),TOXOCI,Aphis citricidus,2019,Insecta
O,A2 Quarantine pest (Annex II B),AROMBU,Aromia bungii,2019,Insecta
O,A2 Quarantine pest (Annex II B),TOLCND,Begomovirus solanumdelhiense,2019,Viruses and viroids
O,A2 Quarantine pest (Annex II B),BURSXY,Bursaphelenchus xylophilus,2019,Nematoda
O,A2 Quarantine pest (Annex II B),CERAFP,Ceratocystis platani,2019,Fungi
O,A2 Quarantine pest (Annex II B),CORBSE,Clavibacter sepedonicus,2019,Bacteria
O,A2 Quarantine pest (Annex II B),GIBBCI,Fusarium circinatum,2019,Fungi
O,A2 Quarantine pest (Annex II B),GEOHMO,Geosmithia morbida,2019,Fungi
O,A2 Quarantine pest (Annex II B),HETDPA,Globodera pallida,2019,Nematoda
O,A2 Quarantine pest (Annex II B),HETDRO,Globodera rostochiensis,2019,Nematoda
O,A2 Quarantine pest (Annex II B),PHYP64,Grapevine flavescence dorée phytoplasma,2019,Bacteria
O,A2 Quarantine pest (Annex II B),MELGCH,Meloidogyne chitwoodi,2019,Nematoda
O,A2 Quarantine pest (Annex II B),MELGFA,Meloidogyne fallax,2019,Nematoda
O,A2 Quarantine pest (Annex II B),PITOJU,Pityophthorus juglandis,2019,Insecta
O,A2 Quarantine pest (Annex II B),1POMAG,Pomacea,2019,Gastropoda
O,A2 Quarantine pest (Annex II B),POPIJA,Popillia japonica,2019,Insecta
O,A2 Quarantine pest (Annex II B),RALSSL,Ralstonia solanacearum,2019,Bacteria
O,A2 Quarantine pest (Annex II B),SYNCEN,Synchytrium endobioticum,2019,Fungi
O,A2 Quarantine pest (Annex II B),TRIZER,Trioza erytreae,2019,Insecta
O,A2 Quarantine pest (Annex II B),XYLEFA,Xylella fastidiosa,2019,Bacteria
P,PZ Quarantine pest (Annex III),BEMITA,Bemisia tabaci,2019,Insecta
P,PZ Quarantine pest (Annex III),BNYVV0,Benyvirus necrobetae,2019,Viruses and viroids
P,PZ Quarantine pest (Annex III),PHYPUL,'Candidatus Phytoplasma ulmi',2019,Bacteria
P,PZ Quarantine pest (Annex III),CEPCAL,Cephalcia lariciphila,2019,Insecta
P,PZ Quarantine pest (Annex III),CTV000,Closterovirus tristezae,2019,Viruses and viroids
P,PZ Quarantine pest (Annex III),GLOMGO,Colletotrichum gossypii,2019,Fungi
P,PZ Quarantine pest (Annex III),ENDOPA,Cryphonectria parasitica,2019,Fungi
P,PZ Quarantine pest (Annex III),VITEVI,Daktulosphaira vitifoliae,2019,Insecta
P,PZ Quarantine pest (Annex III),DENCMI,Dendroctonus micans,2019,Insecta
P,PZ Quarantine pest (Annex III),DRYCKU,Dryocosmus kuriphilus,2019,Insecta
P,PZ Quarantine pest (Annex III),HYPOMA,Entoleuca mammata,2019,Fungi
P,PZ Quarantine pest (Annex III),ERWIAM,Erwinia amylovora,2019,Bacteria
P,PZ Quarantine pest (Annex III),GILPPO,Gilpinia hercyniae,2019,Insecta
P,PZ Quarantine pest (Annex III),GONPSC,Gonipterus scutellatus species complex,2019,Insecta
P,PZ Quarantine pest (Annex III),GREMAB,Gremmeniella abietina,2019,Fungi
P,PZ Quarantine pest (Annex III),IPSXAM,Ips amitinus,2019,Insecta
P,PZ Quarantine pest (Annex III),IPSXCE,Ips cembrae,2019,Insecta
P,PZ Quarantine pest (Annex III),IPSXDU,Ips duplicatus,2019,Insecta
P,PZ Quarantine pest (Annex III),IPSXSE,Ips sexdentatus,2019,Insecta
P,PZ Quarantine pest (Annex III),IPSXTY,Ips typographus,2019,Insecta
P,PZ Quarantine pest (Annex III),LPTNDE,Leptinotarsa decemlineata,2019,Insecta
P,PZ Quarantine pest (Annex III),LIRIBO,Liriomyza bryoniae,2019,Insecta
P,PZ Quarantine pest (Annex III),LIRIHU,Liriomyza huidobrensis,2019,Insecta
P,PZ Quarantine pest (Annex III),LIRITR,Liriomyza trifolii,2019,Insecta
P,PZ Quarantine pest (Annex III),PAYSAR,Paysandisia archon,2019,Insecta
P,PZ Quarantine pest (Annex III),RHYCFE,Rhynchophorus ferrugineus,2019,Insecta
P,PZ Quarantine pest (Annex III),CRYPMA,Sternochetus mangiferae,2019,Insecta
P,PZ Quarantine pest (Annex III),THAUPI,Thaumetopoea pityocampa,2019,Insecta
P,PZ Quarantine pest (Annex III),THAUPR,Thaumetopoea processionea,2019,Insecta
P,PZ Quarantine pest (Annex III),XANTPR,Xanthomonas arboricola pv. pruni,2019,Bacteria
Q,RNQP (Annex IV),ACANOB,Acanthoscelides obtectus,2019,Insecta
Q,RNQP (Annex IV),ACUPFU,Aculops fuchsiae,2019,Acari
Q,RNQP (Annex IV),1AGRBG,Agrobacterium,2019,Bacteria
Q,RNQP (Annex IV),AGRBTU,Agrobacterium tumefaciens,2019,Bacteria
Q,RNQP (Annex IV),ALTHFL,Aleurothrixus floccosus,2019,Insecta
Q,RNQP (Annex IV),ALTELI,Alternaria linicola,2019,Fungi
Q,RNQP (Annex IV),LCHV20,Ampelovirus nanoavii,2019,Viruses and viroids
Q,RNQP (Annex IV),GLRAV3,Ampelovirus trivitis,2019,Viruses and viroids
Q,RNQP (Annex IV),GLRAV1,Ampelovirus univitis,2019,Viruses and viroids
Q,RNQP (Annex IV),APLOBE,Aphelenchoides besseyi,2019,Nematoda
Q,RNQP (Annex IV),APLOBL,Aphelenchoides blastophthorus,2019,Nematoda
Q,RNQP (Annex IV),APLOFR,Aphelenchoides fragariae,2019,Nematoda
Q,RNQP (Annex IV),APLORI,Aphelenchoides ritzemabosi,2019,Nematoda
Q,RNQP (Annex IV),APCF00,Apple chat fruit agent,2019,Viruses and viroids
Q,RNQP (Annex IV),AFL000,Apple flat limb agent,2019,Viruses and viroids
Q,RNQP (Annex IV),APRSK0,Apple rough skin agent,2019,Viruses and viroids
Q,RNQP (Annex IV),ARW000,Apple rubbery wood agent,2019,Viruses and viroids
Q,RNQP (Annex IV),ASSVD0,Apscaviroid cicatricimali,2019,Viruses and viroids
Q,RNQP (Annex IV),ADFVD0,Apscaviroid fossulamali,2019,Viruses and viroids
Q,RNQP (Annex IV),PBCVD0,Apscaviroid pustulapyri,2019,Viruses and viroids
Q,RNQP (Annex IV),ARMIME,Armillaria mellea,2019,Fungi
Q,RNQP (Annex IV),RYNV00,Badnavirus reterubi,2019,Viruses and viroids
Q,RNQP (Annex IV),CHNMV0,Badnavirus tessellocastaneae,2019,Viruses and viroids
Q,RNQP (Annex IV),GOVB00,Badnavirus venaribis,2019,Viruses and viroids
Q,RNQP (Annex IV),TYLCV0,Begomovirus coheni,2019,Viruses and viroids
Q,RNQP (Annex IV),BKY000,Blackcurrant yellows agent,2019,Viruses and viroids
Q,RNQP (Annex IV),PHOMEL,Boeremia linicola,2019,Fungi
Q,RNQP (Annex IV),BOTRCI,Botrytis cinerea,2019,Fungi
Q,RNQP (Annex IV),BRCHPI,Bruchus pisorum,2019,Insecta
Q,RNQP (Annex IV),BRCHRU,Bruchus rufimanus,2019,Insecta
Q,RNQP (Annex IV),LIBEPS,'Candidatus Liberibacter solanacearum',2019,Bacteria
Q,RNQP (Annex IV),PHMBFR,'Candidatus Phlomobacter fragariae',2019,Bacteria
Q,RNQP (Annex IV),PHYPAS,'Candidatus Phytoplasma asteris',2019,Bacteria
Q,RNQP (Annex IV),PHYPFG,'Candidatus Phytoplasma fragariae',2019,Bacteria
Q,RNQP (Annex IV),PHYPMA,'Candidatus Phytoplasma mali',2019,Bacteria
Q,RNQP (Annex IV),PHYPPN,'Candidatus Phytoplasma pruni',2019,Bacteria
Q,RNQP (Annex IV),PHYPPR,'Candidatus Phytoplasma prunorum',2019,Bacteria
Q,RNQP (Annex IV),PHYPPY,'Candidatus Phytoplasma pyri',2019,Bacteria
Q,RNQP (Annex IV),PHYPRU,'Candidatus Phytoplasma rubi',2019,Bacteria
Q,RNQP (Annex IV),PHYPSO,'Candidatus Phytoplasma solani',2019,Bacteria
Q,RNQP (Annex IV),ASGV00,Capillovirus mali,2019,Viruses and viroids
Q,RNQP (Annex IV),PVM000,Carlavirus misolani,2019,Viruses and viroids
Q,RNQP (Annex IV),PVS000,Carlavirus sigmasolani,2019,Viruses and viroids
Q,RNQP (Annex IV),BLSCV0,Carlavirus vaccinii,2019,Viruses and viroids
Q,RNQP (Annex IV),SVBV00,Caulimovirus venafragariae,2019,Viruses and viroids
Q,RNQP (Annex IV),ERPHRI,Cecidophyopsis ribis,2019,Acari
Q,RNQP (Annex IV),CERPRU,Ceroplastes rusci,2019,Insecta
Q,RNQP (Annex IV),CHTSFR,Chaetosiphon fragaefolii,2019,Insecta
Q,RNQP (Annex IV),STERPU,Chondrostereum purpureum,2019,Fungi
Q,RNQP (Annex IV),CLBV00,Citrivirus citri,2019,Viruses and viroids
Q,RNQP (Annex IV),CSCC00,Citrus cristacortis agent,2019,Viruses and viroids
Q,RNQP (Annex IV),CSI000,Citrus impietratura agent,2019,Viruses and viroids
Q,RNQP (Annex IV),CORBIN,Clavibacter insidiosus,2019,Bacteria
Q,RNQP (Annex IV),CORBMI,Clavibacter michiganensis,2019,Bacteria
Q,RNQP (Annex IV),RLMV00,Closterovirus macularubi,2019,Viruses and viroids
Q,RNQP (Annex IV),CTV000,Closterovirus tristezae,2019,Viruses and viroids
Q,RNQP (Annex IV),PHYP03,Clover phyllody phytoplasma,2019,Bacteria
Q,RNQP (Annex IV),CBCVD0,Cocadviroid rimocitri,2021,Viruses and viroids
Q,RNQP (Annex IV),COLLAC,Colletotrichum acutatum sensu lato,2019,Fungi
Q,RNQP (Annex IV),COLLGL,Colletotrichum gloeosporioides sensu lato,2019,Fungi
Q,RNQP (Annex IV),COLLLI,Colletotrichum lini,2019,Fungi
Q,RNQP (Annex IV),QUADPE,Comstockaspis perniciosa,2019,Insecta
Q,RNQP (Annex IV),PHYPFB,Cranberry false blossom phytoplasma,2019,Bacteria
Q,RNQP (Annex IV),ENDOPA,Cryphonectria parasitica,2019,Fungi
Q,RNQP (Annex IV),CMV000,Cucumovirus CMV,2019,Viruses and viroids
Q,RNQP (Annex IV),SCRV00,Cytorhabdovirus fragariarugosus,2019,Viruses and viroids
Q,RNQP (Annex IV),VITEVI,Daktulosphaira vitifoliae,2019,Insecta
